enquiry_id,enquiry_date,planning_area,lead_source,storage_size_band,customer_type,quoted_monthly_price_sgd,converted,churned
ENQ-07302,2025-04-23,Tanglin,Meta Ads,Medium,Household,297.75,0,0
ENQ-07303,2025-08-14,Museum,Referral,Small,Household,166.96,0,0
ENQ-07304,2025-05-22,Yishun,Partner,Small,Household,179.8,0,0
ENQ-07305,2025-04-26,Simpang,Google Search,Locker,Household,99.73,0,0
ENQ-07306,2025-06-09,Serangoon,Meta Ads,Medium,SME,292.97,0,0
ENQ-07307,2025-09-14,Southern Islands,Meta Ads,Small,Student/Expats,163.08,0,0
ENQ-07308,2025-11-25,Geylang,Organic,Small,Household,198.59,0,0
ENQ-07309,2025-06-05,Queenstown,Google Search,Medium,Household,325.64,0,0
ENQ-07310,2025-03-08,Mandai,Referral,Small,E-commerce,198.95,0,1
ENQ-07311,2025-02-23,Serangoon,Google Search,Small,Household,199.55,0,0
ENQ-07312,2025-05-21,Tampines,Referral,Small,Household,177.53,0,0
ENQ-07313,2025-02-05,Toa Payoh,Organic,Small,Household,182.96,1,1
ENQ-07314,2025-09-23,Jurong West,Google Search,Locker,Household,88.89,1,0
ENQ-07315,2025-10-02,Jurong East,Referral,Small,Relocation,200.18,0,0
ENQ-07316,2025-12-12,Straits View,Referral,Locker,Household,92.93,0,0
ENQ-07317,2025-04-21,Pioneer,Meta Ads,Small,SME,181.37,0,0
ENQ-07318,2025-07-25,Choa Chu Kang,Google Search,Small,E-commerce,182.36,0,0
ENQ-07319,2025-03-02,Punggol,Walk-in,Locker,Relocation,96.98,0,0
ENQ-07320,2025-04-18,Pioneer,Organic,Small,Household,178.9,0,0
ENQ-07321,2025-12-08,Ang Mo Kio,Partner,Large,Household,453.71,0,0
ENQ-07322,2025-05-15,Pioneer,Google Search,Medium,E-commerce,302.92,0,0
ENQ-07323,2025-06-22,Pioneer,Partner,Medium,Relocation,284.77,0,0
ENQ-07324,2025-04-07,Mandai,Partner,Medium,Household,303.65,0,0
ENQ-07325,2025-08-04,Tampines,Organic,Small,E-commerce,197.59,1,0
ENQ-07326,2025-08-19,Tuas,Partner,Small,Household,187.83,0,0
ENQ-07327,2025-04-10,Central Water Catchment,Google Search,Medium,E-commerce,306.24,0,0
ENQ-07328,2025-10-15,Punggol,Meta Ads,Small,SME,189.22,0,0
ENQ-07329,2025-03-26,River Valley,Google Search,Medium,Relocation,295.58,0,0
ENQ-07330,2025-10-19,Boon Lay,Google Search,Large,Student/Expats,506.33,0,0
ENQ-07331,2025-01-23,Simpang,Referral,Large,Household,504.77,0,0
ENQ-07332,2025-04-03,Lim Chu Kang,Meta Ads,Locker,E-commerce,82.83,0,0
ENQ-07333,2025-11-17,Woodlands,Meta Ads,Small,Relocation,167.09,0,0
ENQ-07334,2025-02-08,Bishan,Organic,Medium,Household,262.9,0,0
ENQ-07335,2025-09-05,Singapore River,Google Search,Locker,Household,100.47,0,0
ENQ-07336,2025-08-23,Tanglin,Meta Ads,Small,Student/Expats,172.45,0,0
ENQ-07337,2025-04-18,Serangoon,Organic,Locker,Household,96.54,0,0
ENQ-07338,2025-01-12,Singapore River,Referral,Medium,SME,306.62,0,0
ENQ-07339,2025-06-12,Punggol,Google Search,Medium,Household,280.41,0,0
ENQ-07340,2025-10-22,Novena,Google Search,Medium,Household,295.67,0,0
ENQ-07341,2025-01-04,Woodlands,Meta Ads,Medium,Student/Expats,300.16,0,0
ENQ-07342,2025-02-18,Newton,Referral,Medium,Household,307.05,1,0
ENQ-07343,2025-11-04,Tanglin,Meta Ads,Large,Household,492.06,0,0
ENQ-07344,2025-10-02,North-Eastern Islands,Organic,Medium,E-commerce,289.46,1,0
ENQ-07345,2025-03-04,Bukit Timah,Google Search,Medium,SME,318.25,1,0
ENQ-07346,2025-01-05,Boon Lay,Google Search,Small,E-commerce,179.69,0,0
ENQ-07347,2025-04-10,Jurong East,Google Search,Locker,Household,83.78,1,0
ENQ-07348,2025-08-07,Orchard,Organic,Small,SME,164.46,0,0
ENQ-07349,2025-11-18,Toa Payoh,Google Search,Medium,Student/Expats,265.96,0,0
ENQ-07350,2025-09-26,Tengah,Meta Ads,Small,SME,189.14,0,0
ENQ-07351,2025-08-21,Western Water Catchment,Meta Ads,Locker,Relocation,97.11,0,0
ENQ-07352,2025-11-29,Ang Mo Kio,Organic,Medium,E-commerce,316.6,0,0
ENQ-07353,2025-08-04,Choa Chu Kang,Organic,Locker,Student/Expats,92.62,0,0
ENQ-07354,2025-05-27,Ang Mo Kio,Organic,Small,E-commerce,204.07,0,0
ENQ-07355,2025-10-08,Marine Parade,Google Search,Medium,SME,305.01,1,0
ENQ-07356,2025-05-04,Pasir Ris,Partner,Small,Household,198.89,0,0
ENQ-07357,2025-10-30,Changi,Organic,Medium,Student/Expats,316.9,0,0
ENQ-07358,2025-08-25,Sungei Kadut,Walk-in,Small,Household,174.48,0,0
ENQ-07359,2025-07-08,Ang Mo Kio,Meta Ads,Small,Household,205.5,0,0
ENQ-07360,2025-08-09,Serangoon,Organic,Medium,Student/Expats,284.86,0,0
ENQ-07361,2025-09-11,Straits View,Google Search,Medium,Student/Expats,318.72,0,0
ENQ-07362,2025-04-22,Orchard,Partner,Medium,Relocation,314.76,0,0
ENQ-07363,2025-05-26,Marine Parade,Referral,Small,Household,181.84,1,0
ENQ-07364,2025-11-27,Changi,Google Search,Small,Household,167.69,1,0
ENQ-07365,2025-12-23,Pasir Ris,Walk-in,Locker,Household,92.46,0,0
ENQ-07366,2025-05-12,Central Water Catchment,Google Search,Locker,E-commerce,90.98,0,0
ENQ-07367,2025-04-07,Changi,Walk-in,Medium,Household,312.38,0,0
ENQ-07368,2025-09-26,Punggol,Organic,Medium,Household,326.63,1,0
ENQ-07369,2025-04-26,Singapore River,Partner,Small,SME,164.46,1,0
ENQ-07370,2025-07-27,North-Eastern Islands,Partner,Medium,Relocation,315.01,0,0
ENQ-07371,2025-02-07,Changi,Meta Ads,Medium,Household,308.19,0,0
ENQ-07372,2025-07-13,Novena,Meta Ads,Medium,Relocation,323.78,0,0
ENQ-07373,2025-11-18,Serangoon,Google Search,Large,SME,471.36,0,1
ENQ-07374,2025-01-30,Sengkang,Google Search,Medium,Household,321.8,1,0
ENQ-07375,2025-03-06,Ang Mo Kio,Meta Ads,Small,Relocation,196.09,0,0
ENQ-07376,2025-06-13,River Valley,Partner,Small,Household,199.29,1,0
ENQ-07377,2025-06-20,Jurong West,Walk-in,Medium,SME,294.47,0,0
ENQ-07378,2025-05-06,Changi,Organic,Large,SME,470.72,1,0
ENQ-07379,2025-05-02,River Valley,Google Search,Small,SME,204.47,0,0
ENQ-07380,2025-02-23,Bukit Batok,Organic,Medium,Household,309.07,0,0
ENQ-07381,2025-05-02,Museum,Referral,Medium,Student/Expats,291.04,0,1
ENQ-07382,2025-04-04,Central Water Catchment,Walk-in,Locker,Relocation,92.19,1,0
ENQ-07383,2025-11-27,Sembawang,Meta Ads,Large,SME,472.28,0,0
ENQ-07384,2025-09-08,Marina South,Referral,Small,Student/Expats,181.59,0,0
ENQ-07385,2025-05-28,Geylang,Google Search,Locker,Relocation,91.87,1,1
ENQ-07386,2025-10-21,Central Water Catchment,Google Search,Large,E-commerce,470.74,1,0
ENQ-07387,2025-12-03,Bukit Panjang,Google Search,Medium,Household,323.46,0,0
ENQ-07388,2025-03-14,Jurong West,Walk-in,Medium,SME,289.22,1,1
ENQ-07389,2025-06-03,Marina South,Walk-in,Medium,E-commerce,277.61,0,0
ENQ-07390,2025-10-04,Pioneer,Referral,Small,SME,188.89,1,0
ENQ-07391,2025-03-30,Punggol,Organic,Large,Relocation,461.24,0,0
ENQ-07392,2025-04-14,Novena,Google Search,Small,Household,193.1,0,0
ENQ-07393,2025-05-22,Simpang,Google Search,Medium,Household,313.47,0,0
ENQ-07394,2025-08-08,Straits View,Meta Ads,Large,Household,433.46,0,0
ENQ-07395,2025-02-18,River Valley,Google Search,Small,E-commerce,189.45,0,0
ENQ-07396,2025-03-18,Woodlands,Organic,Medium,SME,289.38,0,0
ENQ-07397,2025-10-14,Mandai,Referral,Medium,E-commerce,330.46,0,0
ENQ-07398,2025-12-20,Simpang,Referral,Medium,E-commerce,327.38,0,0
ENQ-07399,2025-08-18,Clementi,Walk-in,Small,SME,197.99,0,0
ENQ-07400,2025-05-27,Boon Lay,Organic,Medium,Relocation,280.96,0,0
ENQ-07401,2025-01-24,Jurong East,Meta Ads,Small,Student/Expats,166.86,0,0
ENQ-07402,2025-05-24,Tanglin,Partner,Small,Household,173.96,0,0
ENQ-07403,2025-02-19,Sengkang,Google Search,Medium,Household,290.55,0,0
ENQ-07404,2025-04-27,Bukit Merah,Google Search,Medium,Household,321.8,1,1
ENQ-07405,2025-10-07,North-Eastern Islands,Meta Ads,Small,E-commerce,191.24,0,0
ENQ-07406,2025-05-03,Choa Chu Kang,Partner,Large,E-commerce,471.82,0,0
ENQ-07407,2025-02-14,Southern Islands,Walk-in,Medium,SME,325.57,0,0
ENQ-07408,2025-06-10,Ang Mo Kio,Partner,Medium,SME,272.82,1,0
ENQ-07409,2025-06-14,Bukit Timah,Organic,Locker,Household,100.7,0,0
ENQ-07410,2025-09-01,Lim Chu Kang,Meta Ads,Medium,Relocation,296.73,0,0
ENQ-07411,2025-08-05,River Valley,Google Search,Medium,E-commerce,330.96,0,0
ENQ-07412,2025-08-05,Bishan,Partner,Large,E-commerce,427.8,0,0
ENQ-07413,2025-07-04,Bukit Merah,Google Search,Small,Household,201.86,0,0
ENQ-07414,2025-04-07,Bishan,Google Search,Locker,Student/Expats,90.0,0,0
ENQ-07415,2025-07-14,Bukit Batok,Meta Ads,Locker,Household,85.04,0,0
ENQ-07416,2025-01-11,Yishun,Walk-in,Small,Household,162.6,0,0
ENQ-07417,2025-09-09,Bishan,Meta Ads,Locker,Household,95.96,0,0
ENQ-07418,2025-09-02,Sungei Kadut,Organic,Medium,SME,287.64,0,0
ENQ-07419,2025-08-24,Orchard,Referral,Locker,Household,88.77,0,0
ENQ-07420,2025-03-20,Marina South,Partner,Small,Household,191.96,0,0
ENQ-07421,2025-10-22,Marina East,Referral,Small,Household,183.66,0,0
ENQ-07422,2025-03-12,Clementi,Organic,Large,E-commerce,475.35,0,0
ENQ-07423,2025-03-05,Jurong East,Google Search,Locker,Household,89.52,0,0
ENQ-07424,2025-01-25,Singapore River,Google Search,Medium,Household,327.35,0,0
ENQ-07425,2025-12-24,Kallang,Partner,Locker,Student/Expats,84.26,1,1
ENQ-07426,2025-07-02,Newton,Organic,Small,Household,187.29,1,0
ENQ-07427,2025-12-26,Newton,Referral,Medium,Relocation,269.21,0,0
ENQ-07428,2025-10-25,Southern Islands,Google Search,Small,Household,183.5,0,0
ENQ-07429,2025-04-03,Bukit Batok,Google Search,Locker,Household,90.52,0,0
ENQ-07430,2025-06-10,Downtown Core,Referral,Small,SME,202.75,0,0
ENQ-07431,2025-05-10,Tampines,Google Search,Large,Household,496.57,0,0
ENQ-07432,2025-04-03,Bukit Panjang,Organic,Small,Student/Expats,188.89,0,0
ENQ-07433,2025-07-23,Serangoon,Google Search,Small,Relocation,196.56,1,0
ENQ-07434,2025-04-06,Newton,Organic,Medium,Household,266.94,0,0
ENQ-07435,2025-01-29,Newton,Meta Ads,Medium,Relocation,293.88,0,0
ENQ-07436,2025-02-22,Sengkang,Partner,Small,SME,168.48,0,0
ENQ-07437,2025-01-26,Bukit Batok,Google Search,Locker,Household,83.6,0,0
ENQ-07438,2025-12-02,Southern Islands,Meta Ads,Small,Student/Expats,184.89,0,0
ENQ-07439,2025-01-08,Bishan,Organic,Medium,Household,296.82,0,0
ENQ-07440,2025-10-10,Straits View,Referral,Small,SME,165.6,0,0
ENQ-07441,2025-01-12,Newton,Partner,Locker,SME,82.1,0,0
ENQ-07442,2025-03-03,Lim Chu Kang,Meta Ads,Medium,Household,268.13,0,0
ENQ-07443,2025-08-25,Tuas,Referral,Medium,Household,316.21,0,0
ENQ-07444,2025-11-04,Jurong East,Meta Ads,Medium,SME,322.52,0,0
ENQ-07445,2025-04-28,Clementi,Referral,Small,Household,168.99,0,0
ENQ-07446,2025-01-21,Mandai,Google Search,Small,Household,204.33,0,0
ENQ-07447,2025-08-30,Newton,Walk-in,Medium,Household,289.4,0,0
ENQ-07448,2025-01-19,Jurong East,Google Search,Locker,Relocation,93.18,0,0
ENQ-07449,2025-02-13,Pioneer,Organic,Medium,SME,265.96,0,0
ENQ-07450,2025-12-05,Toa Payoh,Referral,Medium,Household,318.69,0,0
ENQ-07451,2025-03-12,Straits View,Google Search,Locker,Relocation,86.76,1,0
ENQ-07452,2025-11-26,Bishan,Google Search,Small,Household,189.63,1,0
ENQ-07453,2025-07-23,Rochor,Google Search,Medium,Student/Expats,266.59,0,0
ENQ-07454,2025-02-18,Bedok,Google Search,Medium,Household,295.39,1,0
ENQ-07455,2025-07-06,Museum,Google Search,Small,Student/Expats,172.09,0,0
ENQ-07456,2025-09-07,Bedok,Google Search,Medium,SME,291.63,0,0
ENQ-07457,2025-03-08,Choa Chu Kang,Partner,Small,Household,174.53,0,0
ENQ-07458,2025-04-12,Southern Islands,Partner,Small,E-commerce,173.84,0,0
ENQ-07459,2025-10-27,Toa Payoh,Meta Ads,Medium,SME,280.13,0,0
ENQ-07460,2025-01-26,Bukit Timah,Google Search,Small,SME,178.59,0,1
ENQ-07461,2025-09-05,Bukit Panjang,Walk-in,Small,SME,205.77,0,0
ENQ-07462,2025-06-06,Serangoon,Google Search,Medium,E-commerce,307.99,0,0
ENQ-07463,2025-12-06,Newton,Google Search,Locker,Student/Expats,81.24,0,0
ENQ-07464,2025-05-25,Choa Chu Kang,Google Search,Small,Household,174.75,1,0
ENQ-07465,2025-03-16,Serangoon,Organic,Medium,E-commerce,331.38,0,0
ENQ-07466,2025-02-27,Tanglin,Partner,Medium,E-commerce,304.84,0,0
ENQ-07467,2025-01-28,Boon Lay,Organic,Small,Household,163.37,1,1
ENQ-07468,2025-07-13,Punggol,Organic,Medium,Household,281.52,0,0
ENQ-07469,2025-12-20,Central Water Catchment,Google Search,Large,Household,510.52,0,0
ENQ-07470,2025-08-11,Rochor,Google Search,Medium,Household,293.25,0,0
ENQ-07471,2025-06-24,Pioneer,Google Search,Small,Household,188.41,0,0
ENQ-07472,2025-12-31,Outram,Google Search,Medium,Household,274.06,0,0
ENQ-07473,2025-07-16,Choa Chu Kang,Partner,Medium,E-commerce,267.2,0,0
ENQ-07474,2025-12-04,Sengkang,Referral,Large,Household,504.99,1,0
ENQ-07475,2025-05-06,Orchard,Meta Ads,Small,SME,179.57,0,0
ENQ-07476,2025-10-25,Sungei Kadut,Organic,Small,Household,175.55,0,0
ENQ-07477,2025-11-27,Western Water Catchment,Google Search,Medium,E-commerce,262.0,1,0
ENQ-07478,2025-12-31,Singapore River,Walk-in,Medium,Household,298.91,0,0
ENQ-07479,2025-09-30,Southern Islands,Organic,Locker,Relocation,85.12,0,0
ENQ-07480,2025-08-24,Yishun,Partner,Medium,Household,271.04,1,0
ENQ-07481,2025-03-28,Bukit Batok,Organic,Small,Household,193.76,0,0
ENQ-07482,2025-08-26,Punggol,Meta Ads,Large,Household,442.83,0,0
ENQ-07483,2025-02-06,Ang Mo Kio,Meta Ads,Medium,Student/Expats,274.36,0,0
ENQ-07484,2025-10-29,Central Water Catchment,Organic,Large,Household,527.27,1,0
ENQ-07485,2025-05-25,Central Water Catchment,Meta Ads,Medium,E-commerce,315.78,0,0
ENQ-07486,2025-04-13,Tuas,Walk-in,Large,E-commerce,424.93,1,0
ENQ-07487,2025-12-02,Southern Islands,Walk-in,Locker,Household,87.12,0,0
ENQ-07488,2025-12-05,Bishan,Google Search,Small,Household,205.23,0,0
ENQ-07489,2025-11-16,Changi Bay,Walk-in,Small,Student/Expats,167.96,1,0
ENQ-07490,2025-08-27,Clementi,Walk-in,Medium,Student/Expats,301.27,0,0
ENQ-07491,2025-12-18,Bukit Batok,Partner,Small,SME,171.68,0,0
ENQ-07492,2025-07-16,Changi Bay,Google Search,Medium,Household,321.05,0,0
ENQ-07493,2025-07-21,Pasir Ris,Partner,Medium,Household,282.74,0,0
ENQ-07494,2025-11-15,Serangoon,Organic,Locker,Household,100.44,0,0
ENQ-07495,2025-11-03,Yishun,Referral,Large,SME,506.14,1,0
ENQ-07496,2025-12-17,Seletar,Referral,Large,SME,486.36,0,0
ENQ-07497,2025-08-16,Serangoon,Meta Ads,Small,Household,206.17,0,0
ENQ-07498,2025-09-07,Downtown Core,Organic,Small,Household,168.43,0,1
ENQ-07499,2025-06-20,Marina East,Meta Ads,Locker,SME,90.78,0,0
ENQ-07500,2025-01-02,Jurong West,Meta Ads,Small,Household,197.81,0,0
ENQ-07501,2025-09-21,Yishun,Google Search,Small,Household,172.97,0,0
ENQ-07502,2025-08-11,Orchard,Walk-in,Locker,Relocation,95.73,0,0
ENQ-07503,2025-10-06,Toa Payoh,Organic,Medium,Household,311.68,0,0
ENQ-07504,2025-09-17,Bukit Merah,Organic,Small,Student/Expats,190.4,0,0
ENQ-07505,2025-10-15,Sembawang,Organic,Medium,SME,324.33,1,0
ENQ-07506,2025-02-19,Bukit Panjang,Google Search,Medium,Household,272.1,0,0
ENQ-07507,2025-11-18,Queenstown,Meta Ads,Medium,Household,293.6,0,0
ENQ-07508,2025-12-22,Straits View,Meta Ads,Locker,Household,89.83,0,0
ENQ-07509,2025-03-01,Bukit Timah,Google Search,Small,Student/Expats,190.5,0,0
ENQ-07510,2025-04-01,Bukit Merah,Organic,Medium,SME,262.04,1,1
ENQ-07511,2025-09-16,Mandai,Google Search,Large,Household,476.09,0,0
ENQ-07512,2025-01-13,Tampines,Partner,Medium,SME,277.15,0,0
ENQ-07513,2025-11-17,Newton,Organic,Locker,Household,87.56,1,0
ENQ-07514,2025-08-14,Punggol,Google Search,Medium,Student/Expats,291.55,0,0
ENQ-07515,2025-10-31,Museum,Meta Ads,Medium,SME,269.86,0,0
ENQ-07516,2025-12-20,Boon Lay,Walk-in,Small,SME,164.27,1,0
ENQ-07517,2025-02-08,Toa Payoh,Meta Ads,Locker,Household,98.65,0,0
ENQ-07518,2025-12-12,Singapore River,Meta Ads,Large,Household,516.93,0,0
ENQ-07519,2025-06-26,Outram,Google Search,Large,SME,504.45,0,0
ENQ-07520,2025-08-20,Downtown Core,Organic,Medium,E-commerce,314.65,0,0
ENQ-07521,2025-12-03,Clementi,Google Search,Locker,E-commerce,100.74,0,0
ENQ-07522,2025-01-24,Sengkang,Walk-in,Small,Household,187.34,1,0
ENQ-07523,2025-11-24,Marina East,Meta Ads,Locker,Household,99.46,0,0
ENQ-07524,2025-04-15,Serangoon,Meta Ads,Locker,SME,82.98,0,0
ENQ-07525,2025-06-16,Rochor,Walk-in,Small,Household,171.94,0,0
ENQ-07526,2025-07-21,Jurong East,Google Search,Small,SME,189.09,0,0
ENQ-07527,2025-08-21,Bukit Merah,Google Search,Large,Student/Expats,466.26,0,0
ENQ-07528,2025-09-25,Tengah,Meta Ads,Large,Household,424.82,0,0
ENQ-07529,2025-01-14,Woodlands,Referral,Medium,SME,329.59,1,0
ENQ-07530,2025-04-04,Sengkang,Partner,Small,Household,184.65,0,0
ENQ-07531,2025-11-04,Jurong East,Organic,Medium,Household,312.73,0,0
ENQ-07532,2025-04-08,Woodlands,Partner,Medium,E-commerce,312.93,0,0
ENQ-07533,2025-10-14,River Valley,Walk-in,Small,Student/Expats,165.05,0,0
ENQ-07534,2025-10-28,Yishun,Google Search,Locker,SME,98.0,0,0
ENQ-07535,2025-10-11,Yishun,Referral,Medium,Household,311.28,0,0
ENQ-07536,2025-03-18,Tuas,Walk-in,Small,Household,193.56,0,0
ENQ-07537,2025-07-11,Sembawang,Google Search,Small,Household,171.7,0,0
ENQ-07538,2025-10-07,Punggol,Meta Ads,Locker,SME,87.04,0,0
ENQ-07539,2025-06-20,Hougang,Organic,Large,SME,430.58,0,0
ENQ-07540,2025-11-28,Tampines,Google Search,Locker,Household,93.02,0,0
ENQ-07541,2025-06-15,Pioneer,Google Search,Small,Household,184.54,0,0
ENQ-07542,2025-03-25,Newton,Referral,Medium,SME,289.27,0,0
ENQ-07543,2025-08-24,Tanglin,Meta Ads,Large,E-commerce,464.56,0,0
ENQ-07544,2025-04-30,Changi,Organic,Locker,SME,96.05,0,0
ENQ-07545,2025-08-11,Marine Parade,Referral,Small,E-commerce,183.65,0,0
ENQ-07546,2025-05-06,Boon Lay,Organic,Medium,E-commerce,324.37,0,0
ENQ-07547,2025-08-11,Bukit Panjang,Walk-in,Medium,SME,286.2,0,0
ENQ-07548,2025-03-12,Straits View,Organic,Medium,SME,300.11,0,0
ENQ-07549,2025-07-14,Toa Payoh,Meta Ads,Locker,Household,99.17,0,0
ENQ-07550,2025-06-05,North-Eastern Islands,Google Search,Medium,Household,279.47,1,0
ENQ-07551,2025-11-01,Pasir Ris,Partner,Small,Household,175.08,0,0
ENQ-07552,2025-09-02,Bukit Batok,Google Search,Small,Household,200.0,1,0
ENQ-07553,2025-07-17,Serangoon,Google Search,Small,Household,170.94,1,0
ENQ-07554,2025-12-25,Serangoon,Walk-in,Small,SME,189.97,0,0
ENQ-07555,2025-03-31,Serangoon,Meta Ads,Small,E-commerce,204.98,0,0
ENQ-07556,2025-07-31,Pioneer,Google Search,Medium,Household,272.76,0,0
ENQ-07557,2025-06-18,Seletar,Google Search,Small,Student/Expats,192.98,0,0
ENQ-07558,2025-01-10,Bedok,Meta Ads,Medium,SME,302.35,0,0
ENQ-07559,2025-01-28,Straits View,Referral,Small,E-commerce,162.56,0,0
ENQ-07560,2025-09-29,Changi,Google Search,Medium,E-commerce,314.64,0,0
ENQ-07561,2025-09-30,Southern Islands,Walk-in,Medium,Household,306.02,0,0
ENQ-07562,2025-02-25,Hougang,Google Search,Medium,Household,314.13,0,0
ENQ-07563,2025-07-10,Museum,Google Search,Small,Household,175.45,0,0
ENQ-07564,2025-12-07,Pioneer,Organic,Small,SME,198.85,0,0
ENQ-07565,2025-10-28,Queenstown,Google Search,Locker,Household,99.23,0,0
ENQ-07566,2025-11-29,Toa Payoh,Referral,Medium,SME,282.02,0,0
ENQ-07567,2025-04-22,Pioneer,Organic,Large,E-commerce,454.66,1,0
ENQ-07568,2025-01-09,Clementi,Partner,Large,SME,510.35,0,0
ENQ-07569,2025-08-02,Lim Chu Kang,Google Search,Locker,Household,95.69,1,0
ENQ-07570,2025-09-09,Tanglin,Partner,Locker,Household,81.11,0,0
ENQ-07571,2025-05-29,Tuas,Meta Ads,Small,Household,175.31,0,0
ENQ-07572,2025-01-19,Marina East,Google Search,Locker,Household,85.76,0,0
ENQ-07573,2025-02-15,Downtown Core,Organic,Locker,Household,90.65,1,0
ENQ-07574,2025-07-24,Rochor,Google Search,Small,SME,201.02,0,0
ENQ-07575,2025-02-01,Singapore River,Walk-in,Small,Relocation,199.21,1,0
ENQ-07576,2025-09-24,Yishun,Meta Ads,Locker,Student/Expats,102.01,0,0
ENQ-07577,2025-04-19,Newton,Organic,Medium,Household,266.59,0,0
ENQ-07578,2025-09-02,Bukit Panjang,Referral,Small,Household,196.82,0,0
ENQ-07579,2025-05-19,Woodlands,Organic,Medium,Household,303.85,0,0
ENQ-07580,2025-11-11,Geylang,Google Search,Locker,Household,89.66,0,0
ENQ-07581,2025-04-13,River Valley,Google Search,Small,Household,179.96,0,0
ENQ-07582,2025-11-18,Changi Bay,Google Search,Large,E-commerce,494.99,1,0
ENQ-07583,2025-10-11,Newton,Meta Ads,Large,Household,481.89,0,0
ENQ-07584,2025-04-30,Bukit Timah,Google Search,Small,Relocation,165.97,0,0
ENQ-07585,2025-10-16,Choa Chu Kang,Referral,Small,Household,166.68,1,0
ENQ-07586,2025-01-17,Singapore River,Partner,Small,Household,192.6,1,0
ENQ-07587,2025-03-27,Rochor,Google Search,Large,Household,434.42,0,0
ENQ-07588,2025-04-01,Central Water Catchment,Meta Ads,Large,Household,422.37,0,0
ENQ-07589,2025-08-31,Queenstown,Google Search,Medium,Household,316.85,0,0
ENQ-07590,2025-07-14,Boon Lay,Google Search,Small,Household,174.76,0,0
ENQ-07591,2025-03-03,Tengah,Google Search,Small,E-commerce,205.8,0,0
ENQ-07592,2025-05-30,Central Water Catchment,Partner,Medium,Household,331.61,1,0
ENQ-07593,2025-06-03,Rochor,Meta Ads,Large,Household,445.57,0,0
ENQ-07594,2025-10-15,River Valley,Referral,Medium,Student/Expats,312.76,1,0
ENQ-07595,2025-09-22,North-Eastern Islands,Google Search,Small,Household,180.3,0,0
ENQ-07596,2025-12-23,Marine Parade,Meta Ads,Small,E-commerce,176.85,0,0
ENQ-07597,2025-09-20,Marine Parade,Meta Ads,Large,Household,454.52,1,0
ENQ-07598,2025-01-19,Kallang,Walk-in,Medium,E-commerce,292.74,0,0
ENQ-07599,2025-12-03,Bukit Timah,Google Search,Medium,Student/Expats,332.18,0,0
ENQ-07600,2025-11-26,Newton,Google Search,Small,SME,200.05,0,0
ENQ-07601,2025-05-17,Newton,Google Search,Locker,Student/Expats,88.55,0,0
ENQ-07602,2025-08-20,Punggol,Google Search,Large,Household,514.47,0,0
ENQ-07603,2025-04-09,North-Eastern Islands,Organic,Medium,Household,271.49,0,0
ENQ-07604,2025-04-14,Jurong West,Partner,Large,Household,502.73,0,0
ENQ-07605,2025-09-10,Changi,Google Search,Small,Household,165.77,1,0
ENQ-07606,2025-11-30,Jurong West,Google Search,Small,Student/Expats,181.43,0,0
ENQ-07607,2025-01-06,Woodlands,Google Search,Medium,Household,267.2,0,0
ENQ-07608,2025-02-20,Orchard,Walk-in,Locker,Student/Expats,91.04,1,0
ENQ-07609,2025-12-25,Woodlands,Meta Ads,Medium,SME,297.44,0,0
ENQ-07610,2025-04-04,Lim Chu Kang,Meta Ads,Medium,Household,321.25,0,0
ENQ-07611,2025-02-16,Lim Chu Kang,Google Search,Medium,Student/Expats,284.42,0,0
ENQ-07612,2025-11-03,Museum,Meta Ads,Small,Household,183.59,0,0
ENQ-07613,2025-07-26,Tanglin,Google Search,Large,Student/Expats,481.45,0,0
ENQ-07614,2025-10-29,Central Water Catchment,Organic,Medium,Household,262.87,0,0
ENQ-07615,2025-03-20,Southern Islands,Referral,Medium,Household,299.2,1,0
ENQ-07616,2025-07-07,Woodlands,Referral,Medium,SME,304.05,0,0
ENQ-07617,2025-05-18,Yishun,Partner,Small,SME,193.83,1,0
ENQ-07618,2025-06-19,Bukit Batok,Walk-in,Small,Household,198.07,0,0
ENQ-07619,2025-07-29,Queenstown,Organic,Locker,Household,97.75,1,0
ENQ-07620,2025-03-14,Serangoon,Meta Ads,Locker,Household,100.7,0,0
ENQ-07621,2025-09-01,Rochor,Google Search,Medium,Household,280.11,0,0
ENQ-07622,2025-07-28,Marine Parade,Organic,Small,E-commerce,203.95,0,0
ENQ-07623,2025-10-22,River Valley,Google Search,Small,Relocation,184.8,0,0
ENQ-07624,2025-09-10,Toa Payoh,Meta Ads,Small,Relocation,198.47,0,0
ENQ-07625,2025-12-08,Jurong West,Google Search,Small,Household,166.37,0,0
ENQ-07626,2025-07-18,Bishan,Google Search,Medium,E-commerce,266.84,1,0
ENQ-07627,2025-08-04,Western Water Catchment,Organic,Medium,E-commerce,308.14,1,1
ENQ-07628,2025-08-05,Outram,Google Search,Medium,SME,328.24,0,0
ENQ-07629,2025-01-29,Sengkang,Walk-in,Small,SME,182.8,0,0
ENQ-07630,2025-12-07,Museum,Google Search,Medium,Household,297.97,0,0
ENQ-07631,2025-05-22,Pasir Ris,Meta Ads,Small,Household,162.6,0,0
ENQ-07632,2025-07-29,Singapore River,Organic,Locker,Household,102.6,0,0
ENQ-07633,2025-01-28,Orchard,Partner,Medium,Household,276.97,0,0
